product_id,image,is_thumbnail
14,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1671733817/693646_UKMDG_2570_003_100_0000_Light--GG.jpg,0
14,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1647020728/693646_UKMDG_2570_007_081_0000_Light--GG.jpg,0
14,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1647020730/693646_UKMDG_2570_009_081_0000_Light--GG.jpg,0
14,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1647020731/693646_UKMDG_2570_010_081_0000_Light--GG.jpg,0
14,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1647020732/693646_UKMDG_2570_013_081_0000_Light--GG.jpg,0
15,//media.gucci.com/style/White_South_0_160_316x316/1651254304/451001_92TCF_1000_001_100_0000_Light-GG.jpg,1
15,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1671750914/451001_92TCF_1000_003_100_0000_Light-GG.jpg,0
15,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1651254304/451001_92TCF_1000_001_100_0000_Light-GG.jpg,0
15,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1651254305/451001_92TCF_1000_002_100_0000_Light-GG.jpg,0
15,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1671750914/451001_92TCF_1000_003_100_0000_Light-GG.jpg,0
15,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1651254307/451001_92TCF_1000_004_100_0000_Light-GG.jpg,0
15,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1651254308/451001_92TCF_1000_012_100_0000_Light-GG.jpg,0
15,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1651254309/451001_92TCF_1000_013_100_0000_Light-GG.jpg,0
16,//media.gucci.com/style/White_South_0_160_316x316/1654726517/429038_92TCF_1000_001_100_0000_Light-GG.jpg,1
16,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1671750904/429038_92TCF_1000_003_100_0000_Light-GG.jpg,0
16,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1654726519/429038_92TCF_1000_002_100_0000_Light-GG.jpg,0
16,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1671750904/429038_92TCF_1000_003_100_0000_Light-GG.jpg,0
16,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1651597203/429038_92TCF_1000_004_100_0000_Light-GG.jpg,0
16,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1654726520/429038_92TCF_1000_009_100_0000_Light-GG.jpg,0
16,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1654726521/429038_92TCF_1000_010_100_0000_Light-GG.jpg,0
16,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1654726523/429038_92TCF_1000_012_100_0000_Light-GG.jpg,0
16,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1654726524/429038_92TCF_1000_013_100_0000_Light-GG.jpg,0
17,//media.gucci.com/style/White_South_0_160_316x316/1674151307/728347_96IWN_4076_001_085_0000_Light-.jpg,1
17,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1675275335/728347_96IWN_4076_003_100_0000_Light-.jpg,0
17,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1674151307/728347_96IWN_4076_001_085_0000_Light-.jpg,0
17,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1674151308/728347_96IWN_4076_002_085_0000_Light-.jpg,0
17,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1675275335/728347_96IWN_4076_003_100_0000_Light-.jpg,0
17,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1674151310/728347_96IWN_4076_009_085_0000_Light-.jpg,0
17,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1674151311/728347_96IWN_4076_010_085_0000_Light-.jpg,0
17,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1674151313/728347_96IWN_4076_012_085_0000_Light-.jpg,0
17,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1674151315/728347_96IWN_4076_013_085_0000_Light-.jpg,0
18,//media.gucci.com/style/White_South_0_160_316x316/1689180408/758664_FACK6_1092_001_084_0000_Light-Web.jpg,1
18,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1691685135/758664_FACK6_1092_003_100_0000_Light-Web.jpg,0
18,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689180408/758664_FACK6_1092_001_084_0000_Light-Web.jpg,0
18,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689179666/758664_FACK6_1092_002_084_0000_Light-Web.jpg,0
18,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1691685135/758664_FACK6_1092_003_100_0000_Light-Web.jpg,0
18,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1691685136/758664_FACK6_1092_004_100_0000_Light-Web.jpg,0
18,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689180409/758664_FACK6_1092_009_084_0000_Light-Web.jpg,0
18,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689180410/758664_FACK6_1092_010_084_0000_Light-Web.jpg,0
18,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689180410/758664_FACK6_1092_012_084_0000_Light-Web.jpg,0
18,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689179678/758664_FACK6_1092_013_084_0000_Light-Web.jpg,0
18,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689179679/758664_FACK6_1092_015_084_0000_Light-Web.jpg,0
19,//media.gucci.com/style/White_South_0_160_316x316/1689179685/758664_FACK6_4353_001_084_0000_Light-Web.jpg,1
19,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1686930341/758664_FACK6_4353_003_100_0000_Light-Web.jpg,0
19,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689179685/758664_FACK6_4353_001_084_0000_Light-Web.jpg,0
19,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689179686/758664_FACK6_4353_002_084_0000_Light-Web.jpg,0
19,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1686930341/758664_FACK6_4353_003_100_0000_Light-Web.jpg,0
19,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1686930342/758664_FACK6_4353_004_100_0000_Light-Web.jpg,0
19,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689179695/758664_FACK6_4353_009_084_0000_Light-Web.jpg,0
19,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689179707/758664_FACK6_4353_010_084_0000_Light-Web.jpg,0
19,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689179709/758664_FACK6_4353_012_084_0000_Light-Web.jpg,0
19,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689180413/758664_FACK6_4353_013_084_0000_Light-Web.jpg,0
19,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1689180414/758664_FACK6_4353_015_084_0000_Light-Web.jpg,0
20,//media.gucci.com/style/White_South_0_160_316x316/1689180411/758664_FACK6_3753_001_084_0000_Light-Web.jpg,1
20,//media.gucci.com/style/DarkGray_Center_0_0_490x490/1686930339/758664_FACK6_3753_003_100_0000_Light-Web.jpg,0
